respondent_id,age,gender,profession,education_level,years_of_experience,hospital_type,hospital_location,ai_awareness_q1,ai_awareness_q2,ai_awareness_q3,ai_awareness_q4,ai_awareness_score,privacy_q1,privacy_q2,privacy_q3,privacy_q4,privacy_score,human_factor_q1,human_factor_q2,human_factor_q3,human_factor_q4,human_factor_score,infrastructure_q1,infrastructure_q2,infrastructure_q3,infrastructure_q4,infrastructure_q5,infrastructure_score,adoption_q1,adoption_q2,adoption_q3,adoption_q4,adoption_readiness_score,adoption_readiness_category
1521,24,Male,Hospital Administrator,Bachelor's (completed),1,Public,Other Urban,3.0,3.0,3.0,,3.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,2.6,3.0,3.0,2.0,3.0,2.75,Medium
1522,47,Male,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Dhaka,1.0,2.0,1.0,1.0,1.25,4.0,3.0,4.0,3.0,3.5,3.0,3.0,4.0,3.0,3.25,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,Low
1523,31,Female,Doctor,Postgraduate/Doctoral,3,Public,Dhaka,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.5,2.0,1.0,1.0,2.0,1.5,,3.0,2.0,3.0,3.0,2.75,4.0,4.0,3.0,4.0,3.75,Medium
1524,25,Female,Nurse,Bachelor's (completed),2,Private,Dhaka,4.0,4.0,4.0,3.0,3.75,2.0,3.0,2.0,3.0,2.5,3.0,2.0,2.0,2.0,2.25,2.0,3.0,3.0,2.0,1.0,2.2,3.0,2.0,2.0,3.0,2.5,Low
1525,34,Female,Hospital Administrator,Bachelor's (completed),8,Public,Semi-Urban,4.0,3.0,3.0,3.0,3.25,5.0,,5.0,4.0,4.666666666666667,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.4,4.0,3.0,4.0,4.0,3.75,Medium
1526,29,Male,Nurse,Postgraduate/Doctoral,3,Public,Dhaka,2.0,3.0,3.0,3.0,2.75,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.25,4.0,4.0,3.0,4.0,3.0,3.6,3.0,3.0,4.0,5.0,3.75,Medium
1527,30,Male,Doctor,Bachelor's (completed),7,Private,Chattogram,3.0,5.0,2.0,3.0,3.25,2.0,2.0,3.0,3.0,2.5,2.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.6,3.0,5.0,4.0,3.0,3.75,Medium
1528,30,Male,Doctor,Bachelor's (completed),8,Private,Other Urban,5.0,3.0,4.0,3.0,3.75,1.0,2.0,3.0,3.0,2.25,3.0,3.0,3.0,2.0,2.75,4.0,5.0,3.0,3.0,4.0,3.8,5.0,5.0,5.0,5.0,5.0,High
1529,41,Male,Healthcare Student,Bachelor's (completed),1,NGO/Other,Semi-Urban,2.0,4.0,1.0,3.0,2.5,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,2.6,2.0,3.0,3.0,1.0,2.25,Low
1530,35,Male,Nurse,Bachelor's (completed),12,Public,Dhaka,4.0,2.0,3.0,,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,Medium
1531,30,Male,Doctor,Bachelor's (completed),7,Public,Semi-Urban,,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.75,2.0,2.0,3.0,2.0,2.0,2.2,2.0,1.0,2.0,3.0,2.0,Low
1532,37,Male,Doctor,Postgraduate/Doctoral,11,Private,Dhaka,4.0,3.0,4.0,4.0,3.75,2.0,2.0,3.0,2.0,2.25,1.0,1.0,,2.0,1.3333333333333333,2.0,3.0,2.0,2.0,2.0,2.2,4.0,3.0,3.0,2.0,3.0,Medium
1533,39,Female,Nurse,Bachelor's (completed),19,Private,Other Urban,4.0,4.0,4.0,5.0,4.25,4.0,3.0,3.0,4.0,3.5,3.0,3.0,2.0,2.0,2.5,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.25,Medium
1534,30,Female,Doctor,Bachelor's (completed),5,Private,Chattogram,3.0,,3.0,4.0,3.3333333333333335,3.0,4.0,3.0,3.0,3.25,3.0,4.0,3.0,3.0,3.25,5.0,4.0,4.0,5.0,4.0,4.4,4.0,3.0,5.0,3.0,3.75,Medium
1535,33,Male,IT Staff,Postgraduate/Doctoral,8,Private,Rural,4.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,3.25,1.0,1.0,1.0,2.0,1.25,2.0,3.0,3.0,2.0,2.0,2.4,4.0,5.0,3.0,4.0,4.0,High
1536,26,Male,Healthcare Student,Bachelor's (completed),0,Not Applicable,Not Applicable,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,1.25,4.0,3.0,3.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,High
1537,28,Female,Nurse,Bachelor's (ongoing),8,Private,Semi-Urban,4.0,2.0,2.0,2.0,2.5,1.0,2.0,2.0,1.0,1.5,3.0,3.0,3.0,2.0,2.75,2.0,4.0,2.0,2.0,4.0,2.8,4.0,2.0,2.0,4.0,3.0,Medium
1538,38,Female,Hospital Administrator,Bachelor's (completed),13,Public,Rural,3.0,2.0,2.0,2.0,2.25,3.0,2.0,2.0,2.0,2.25,2.0,2.0,3.0,3.0,2.5,3.0,3.0,4.0,4.0,4.0,3.6,4.0,4.0,5.0,5.0,4.5,High
1539,28,Female,Doctor,Postgraduate/Doctoral,4,Private,Dhaka,4.0,4.0,4.0,3.0,3.75,4.0,3.0,2.0,3.0,3.0,2.0,3.0,,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.6,3.0,4.0,4.0,5.0,4.0,High
1540,35,Male,Nurse,Secondary/HSC,6,Private,Other Urban,1.0,2.0,1.0,2.0,1.5,2.0,2.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.6,3.0,2.0,3.0,2.0,2.5,Low
1541,39,Female,Healthcare Student,Bachelor's (completed),1,Not Applicable,Dhaka,1.0,3.0,3.0,2.0,2.25,3.0,3.0,3.0,2.0,2.75,2.0,3.0,2.0,2.0,2.25,2.0,3.0,,3.0,3.0,2.75,3.0,3.0,3.0,3.0,3.0,Medium
1542,26,Male,Hospital Administrator,Bachelor's (completed),5,Public,Dhaka,4.0,4.0,4.0,,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.4,4.0,5.0,5.0,4.0,4.5,High
1543,36,Male,Healthcare Student,Bachelor's (ongoing),0,NGO/Other,Other Urban,2.0,3.0,3.0,3.0,2.75,3.0,2.0,3.0,2.0,2.5,4.0,5.0,5.0,5.0,4.75,5.0,4.0,4.0,5.0,,4.5,3.0,3.0,2.0,3.0,2.75,Medium
1544,29,Male,Nurse,Bachelor's (completed),6,Public,Semi-Urban,5.0,4.0,4.0,5.0,4.5,3.0,2.0,2.0,2.0,2.25,2.0,,1.0,2.0,1.6666666666666667,3.0,4.0,3.0,4.0,3.0,3.4,5.0,5.0,4.0,5.0,4.75,High
1545,49,Male,Nurse,Bachelor's (completed),25,Private,Semi-Urban,2.0,4.0,4.0,3.0,3.25,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.75,Medium
1546,34,Male,Nurse,Bachelor's (ongoing),8,NGO/Other,Rural,2.0,3.0,3.0,3.0,2.75,3.0,3.0,3.0,4.0,3.25,3.0,3.0,4.0,3.0,3.25,2.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.5,Low
1547,41,Male,Nurse,Postgraduate/Doctoral,23,NGO/Other,Other Urban,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.25,4.0,3.0,4.0,4.0,3.75,2.0,3.0,3.0,2.0,3.0,2.6,3.0,5.0,2.0,4.0,3.5,Medium
1548,35,Female,Other,Bachelor's (completed),9,Public,Rural,4.0,5.0,4.0,5.0,4.5,2.0,2.0,2.0,3.0,2.25,4.0,4.0,4.0,,4.0,,2.0,,2.0,3.0,2.3333333333333335,1.0,1.0,1.0,1.0,1.0,Low
1549,24,Male,Doctor,Postgraduate/Doctoral,0,Public,Rural,3.0,3.0,3.0,4.0,3.25,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.5,5.0,3.0,3.0,2.0,4.0,3.4,4.0,5.0,3.0,4.0,4.0,High
1550,37,Male,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Rural,5.0,4.0,3.0,5.0,4.25,3.0,2.0,2.0,4.0,2.75,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.75,Low
1551,48,Male,Healthcare Student,Bachelor's (ongoing),0,NGO/Other,Dhaka,2.0,2.0,1.0,2.0,1.75,,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.5,4.0,3.0,4.0,2.0,4.0,3.4,3.0,2.0,3.0,3.0,2.75,Medium
1552,36,Male,Hospital Administrator,Bachelor's (ongoing),9,NGO/Other,Other Urban,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,4.75,3.0,3.0,3.0,2.0,2.0,2.6,3.0,2.0,4.0,2.0,2.75,Medium
1553,42,Male,Nurse,Bachelor's (ongoing),25,Public,Semi-Urban,2.0,2.0,1.0,1.0,1.5,4.0,4.0,3.0,3.0,3.5,3.0,4.0,5.0,3.0,3.75,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.5,Low
1554,44,Male,Hospital Administrator,Bachelor's (ongoing),18,Private,Not Applicable,,1.0,1.0,2.0,1.3333333333333333,3.0,3.0,5.0,3.0,3.5,4.0,5.0,,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.6,2.0,3.0,2.0,2.0,2.25,Low
1555,29,Male,Nurse,Bachelor's (completed),7,Private,Dhaka,4.0,4.0,5.0,4.0,4.25,4.0,4.0,5.0,5.0,4.5,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.4,5.0,5.0,5.0,4.0,4.75,High
1556,28,Female,Healthcare Student,Bachelor's (completed),1,Public,Dhaka,5.0,4.0,5.0,5.0,4.75,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.5,2.0,2.0,1.0,1.0,1.0,1.4,4.0,4.0,3.0,4.0,3.75,Medium
1557,37,Female,Nurse,Bachelor's (ongoing),13,Public,Dhaka,2.0,3.0,3.0,2.0,2.5,3.0,1.0,,3.0,2.3333333333333335,4.0,3.0,3.0,3.0,3.25,3.0,2.0,3.0,2.0,3.0,2.6,1.0,1.0,1.0,1.0,1.0,Low
1558,32,Male,Other,Bachelor's (ongoing),9,Private,Dhaka,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.75,4.0,3.0,3.0,3.0,3.25,4.0,3.0,3.0,3.0,4.0,3.4,2.0,1.0,2.0,2.0,1.75,Low
1559,43,Female,IT Staff,Bachelor's (completed),11,Public,Semi-Urban,3.0,4.0,3.0,3.0,3.25,4.0,2.0,3.0,4.0,3.25,3.0,3.0,2.0,3.0,2.75,4.0,4.0,3.0,3.0,3.0,3.4,3.0,3.0,3.0,4.0,3.25,Medium
1560,45,Female,Hospital Administrator,Bachelor's (ongoing),17,Private,Dhaka,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.8,1.0,1.0,3.0,1.0,1.5,Low
1561,31,Other/Prefer not to say,IT Staff,Postgraduate/Doctoral,4,Private,Dhaka,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.75,2.0,1.0,1.0,1.0,1.25,5.0,5.0,4.0,4.0,4.0,4.4,5.0,5.0,5.0,5.0,5.0,High
1562,29,Female,Hospital Administrator,Bachelor's (completed),3,Private,Semi-Urban,4.0,5.0,5.0,5.0,4.75,4.0,3.0,4.0,4.0,3.75,3.0,3.0,2.0,,2.6666666666666665,4.0,4.0,5.0,5.0,4.0,4.4,3.0,3.0,5.0,4.0,3.75,Medium
1563,41,Female,Other,Secondary/HSC,15,Public,Chattogram,1.0,1.0,2.0,1.0,1.25,2.0,3.0,4.0,2.0,2.75,5.0,5.0,4.0,5.0,4.75,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,Low
1564,30,Female,Doctor,Bachelor's (completed),11,Not Applicable,Dhaka,3.0,3.0,4.0,5.0,3.75,3.0,2.0,3.0,2.0,2.5,3.0,3.0,4.0,3.0,3.25,4.0,5.0,5.0,5.0,4.0,4.6,4.0,5.0,4.0,5.0,4.5,High
1565,42,Female,Other,Postgraduate/Doctoral,11,Private,Other Urban,,3.0,4.0,,3.5,4.0,4.0,4.0,5.0,4.25,4.0,2.0,4.0,3.0,3.25,3.0,2.0,4.0,2.0,3.0,2.8,3.0,5.0,3.0,4.0,3.75,Medium
1566,33,Male,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Other Urban,3.0,3.0,3.0,2.0,2.75,3.0,4.0,4.0,3.0,3.5,3.0,4.0,4.0,,3.6666666666666665,4.0,2.0,4.0,4.0,3.0,3.4,4.0,5.0,3.0,2.0,3.5,Medium
1567,38,Male,Healthcare Student,Bachelor's (completed),1,Not Applicable,Not Applicable,1.0,2.0,2.0,2.0,1.75,2.0,4.0,3.0,4.0,3.25,3.0,2.0,2.0,3.0,2.5,3.0,3.0,2.0,2.0,3.0,2.6,1.0,1.0,1.0,2.0,1.25,Low
1568,25,Male,Nurse,Bachelor's (ongoing),0,Private,Semi-Urban,,2.0,2.0,3.0,2.3333333333333335,5.0,4.0,5.0,4.0,4.5,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Low
1569,37,Male,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Not Applicable,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.25,3.0,4.0,3.0,4.0,3.5,3.0,3.0,,2.0,3.0,2.75,4.0,4.0,3.0,5.0,4.0,High
1570,33,Male,Nurse,Postgraduate/Doctoral,6,Private,Dhaka,5.0,5.0,5.0,5.0,5.0,,4.0,3.0,4.0,3.6666666666666665,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.8,4.0,3.0,2.0,2.0,2.75,Medium
1571,36,Male,Healthcare Student,Bachelor's (ongoing),0,Private,Semi-Urban,3.0,3.0,1.0,3.0,2.5,4.0,4.0,5.0,4.0,4.25,3.0,3.0,4.0,3.0,3.25,2.0,3.0,3.0,2.0,2.0,2.4,1.0,1.0,2.0,1.0,1.25,Low
1572,27,Female,Doctor,Secondary/HSC,2,Public,Other Urban,3.0,3.0,2.0,3.0,2.75,2.0,4.0,4.0,3.0,3.25,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.2,1.0,4.0,2.0,3.0,2.5,Low
1573,40,Female,Nurse,Bachelor's (completed),20,Public,Semi-Urban,3.0,4.0,3.0,4.0,3.5,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.6,3.0,1.0,3.0,2.0,2.25,Low
1574,43,Female,Nurse,Postgraduate/Doctoral,23,Private,Chattogram,1.0,3.0,2.0,1.0,1.75,3.0,4.0,2.0,,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,,2.75,2.0,2.0,3.0,3.0,2.5,Low
1575,28,Male,Nurse,Bachelor's (ongoing),2,Public,Dhaka,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.75,4.0,5.0,4.0,5.0,4.5,4.0,4.0,3.0,2.0,4.0,3.4,1.0,1.0,2.0,1.0,1.25,Low
1576,25,Male,Nurse,Bachelor's (ongoing),3,Private,Dhaka,5.0,4.0,4.0,5.0,4.5,1.0,2.0,1.0,2.0,1.5,3.0,4.0,4.0,4.0,3.75,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.75,High
1577,23,Female,Healthcare Student,Postgraduate/Doctoral,0,Not Applicable,Rural,5.0,3.0,4.0,4.0,4.0,,3.0,3.0,2.0,2.6666666666666665,1.0,2.0,2.0,1.0,1.5,1.0,2.0,3.0,3.0,3.0,2.4,3.0,5.0,5.0,4.0,4.25,High
1578,37,Female,Nurse,Bachelor's (completed),8,Public,Semi-Urban,2.0,2.0,3.0,3.0,2.5,3.0,2.0,2.0,2.0,2.25,,5.0,4.0,4.0,4.333333333333333,3.0,4.0,3.0,3.0,4.0,3.4,3.0,2.0,2.0,3.0,2.5,Low
1579,36,Other/Prefer not to say,Healthcare Student,Bachelor's (completed),1,Public,Dhaka,4.0,4.0,3.0,4.0,3.75,3.0,4.0,2.0,4.0,3.25,,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,Medium
1580,35,Female,Doctor,Postgraduate/Doctoral,7,Private,Other Urban,4.0,4.0,5.0,5.0,4.5,1.0,3.0,4.0,2.0,2.5,2.0,2.0,1.0,2.0,1.75,4.0,4.0,3.0,3.0,3.0,3.4,4.0,4.0,5.0,4.0,4.25,High
1581,29,Female,Healthcare Student,Bachelor's (completed),1,Public,Semi-Urban,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.25,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.2,2.0,1.0,2.0,1.0,1.5,Low
1582,32,Male,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Other Urban,2.0,3.0,3.0,3.0,2.75,4.0,4.0,4.0,3.0,3.75,4.0,3.0,4.0,4.0,3.75,3.0,3.0,2.0,3.0,2.0,2.6,1.0,2.0,1.0,1.0,1.25,Low
1583,36,Male,Nurse,Bachelor's (ongoing),12,Private,Dhaka,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.25,3.0,3.0,3.0,2.0,2.75,,3.0,4.0,3.0,3.0,3.25,4.0,4.0,4.0,5.0,4.25,High
1584,34,Male,Healthcare Student,Bachelor's (completed),0,Private,Rural,2.0,2.0,1.0,1.0,1.5,3.0,4.0,3.0,4.0,3.5,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,,3.0,3.0,4.0,3.0,2.0,3.0,Medium
1585,53,Female,Other,Bachelor's (completed),26,Private,Other Urban,1.0,3.0,2.0,2.0,2.0,,4.0,5.0,5.0,4.666666666666667,3.0,4.0,3.0,4.0,3.5,3.0,2.0,3.0,2.0,3.0,2.6,1.0,1.0,1.0,2.0,1.25,Low
1586,26,Female,Healthcare Student,Bachelor's (completed),1,Private,Semi-Urban,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.5,2.0,2.0,2.0,3.0,2.25,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.75,High
1587,38,Male,Nurse,Bachelor's (completed),12,Public,Other Urban,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,,3.0,2.0,3.0,2.6666666666666665,4.0,5.0,4.0,4.0,5.0,4.4,3.0,2.0,4.0,4.0,3.25,Medium
1588,32,Female,Nurse,Bachelor's (ongoing),5,Public,Semi-Urban,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,3.75,3.0,3.0,2.0,3.0,2.75,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.25,High
1589,33,Male,Healthcare Student,Bachelor's (ongoing),0,Private,Dhaka,2.0,2.0,1.0,2.0,1.75,3.0,3.0,3.0,3.0,3.0,4.0,,4.0,3.0,3.6666666666666665,4.0,4.0,4.0,4.0,3.0,3.8,3.0,4.0,3.0,4.0,3.5,Medium
1590,39,Male,Nurse,Bachelor's (completed),15,NGO/Other,Rural,3.0,2.0,1.0,1.0,1.75,3.0,3.0,3.0,4.0,3.25,2.0,,3.0,2.0,2.3333333333333335,2.0,2.0,2.0,2.0,3.0,2.2,2.0,2.0,2.0,3.0,2.25,Low
1591,38,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Dhaka,2.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,3.25,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.2,1.0,1.0,2.0,1.0,1.25,Low
1592,54,Male,Nurse,Bachelor's (completed),28,Public,Semi-Urban,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.25,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.8,2.0,3.0,2.0,3.0,2.5,Low
1593,26,Female,Healthcare Student,Bachelor's (ongoing),0,Public,Rural,4.0,,3.0,3.0,3.3333333333333335,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,High
1594,26,Male,Doctor,Secondary/HSC,2,Public,Other Urban,3.0,2.0,3.0,2.0,2.5,3.0,2.0,2.0,3.0,2.5,3.0,1.0,2.0,3.0,2.25,3.0,3.0,3.0,2.0,3.0,2.8,2.0,2.0,3.0,3.0,2.5,Low
1595,39,Female,Doctor,Postgraduate/Doctoral,12,Public,Other Urban,3.0,4.0,3.0,4.0,3.5,3.0,3.0,4.0,3.0,3.25,2.0,2.0,2.0,3.0,2.25,5.0,3.0,,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.5,Medium
1596,36,Female,Other,Bachelor's (completed),14,Private,Dhaka,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.5,3.0,4.0,2.0,2.0,2.75,,2.0,3.0,3.0,3.0,2.75,2.0,3.0,2.0,2.0,2.25,Low
1597,30,Male,Healthcare Student,Bachelor's (completed),1,Public,Chattogram,5.0,3.0,,5.0,4.333333333333333,2.0,1.0,1.0,1.0,1.25,3.0,2.0,,2.0,2.3333333333333335,4.0,4.0,4.0,4.0,2.0,3.6,3.0,2.0,3.0,4.0,3.0,Medium
1598,25,Male,Healthcare Student,Bachelor's (ongoing),1,NGO/Other,Other Urban,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.2,4.0,5.0,5.0,4.0,4.5,High
1599,25,Female,Other,Bachelor's (completed),2,Public,Dhaka,3.0,3.0,3.0,,3.0,1.0,2.0,2.0,2.0,1.75,3.0,2.0,2.0,,2.3333333333333335,2.0,3.0,2.0,2.0,2.0,2.2,2.0,2.0,3.0,3.0,2.5,Low
1600,45,Male,Nurse,Bachelor's (completed),21,Private,Dhaka,2.0,,,1.0,1.5,4.0,,5.0,4.0,4.333333333333333,3.0,2.0,3.0,3.0,2.75,3.0,4.0,4.0,,4.0,3.75,1.0,1.0,3.0,1.0,1.5,Low
1601,28,Female,Nurse,Bachelor's (completed),2,Public,Not Applicable,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.25,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.2,3.0,4.0,4.0,3.0,3.5,Medium
1602,31,Male,Doctor,Bachelor's (ongoing),6,Private,Dhaka,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.25,2.0,3.0,2.0,3.0,2.5,4.0,5.0,5.0,4.0,4.0,4.4,1.0,3.0,2.0,4.0,2.5,Low
1603,29,Female,Hospital Administrator,Postgraduate/Doctoral,6,NGO/Other,Dhaka,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.5,2.0,2.0,1.0,,1.6666666666666667,3.0,4.0,5.0,4.0,3.0,3.8,5.0,5.0,4.0,4.0,4.5,High
1604,31,Female,Nurse,Postgraduate/Doctoral,5,Public,Dhaka,5.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.5,2.0,1.0,1.0,3.0,1.75,4.0,3.0,4.0,4.0,3.0,3.6,4.0,4.0,4.0,5.0,4.25,High
1605,24,Male,Other,Bachelor's (ongoing),2,Not Applicable,Semi-Urban,3.0,3.0,3.0,4.0,3.25,4.0,4.0,3.0,4.0,3.75,5.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.4,1.0,1.0,1.0,1.0,1.0,Low
1606,35,Male,Doctor,Postgraduate/Doctoral,9,Public,Chattogram,3.0,4.0,3.0,,3.3333333333333335,3.0,3.0,4.0,3.0,3.25,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.4,5.0,5.0,3.0,4.0,4.25,High
1607,24,Female,Doctor,Bachelor's (ongoing),1,Private,Semi-Urban,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,2.75,3.0,2.0,3.0,3.0,2.75,1.0,2.0,2.0,1.0,3.0,1.8,4.0,4.0,5.0,4.0,4.25,High
1608,41,Male,Nurse,Bachelor's (completed),15,Private,Chattogram,1.0,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.5,3.0,4.0,3.0,3.0,4.0,3.4,3.0,2.0,2.0,3.0,2.5,Low
1609,29,Male,Doctor,Postgraduate/Doctoral,3,Public,Dhaka,4.0,4.0,4.0,5.0,4.25,3.0,3.0,3.0,2.0,2.75,4.0,2.0,1.0,2.0,2.25,2.0,2.0,3.0,4.0,3.0,2.8,5.0,5.0,4.0,4.0,4.5,High
1610,35,Male,Nurse,Bachelor's (completed),10,Public,Chattogram,2.0,2.0,1.0,1.0,1.5,4.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,2.25,3.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,3.5,Medium
1611,44,Male,IT Staff,Bachelor's (ongoing),23,Public,Dhaka,1.0,,2.0,1.0,1.3333333333333333,2.0,3.0,3.0,2.0,2.5,3.0,1.0,1.0,2.0,1.75,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.75,Medium
1612,37,Female,Nurse,Bachelor's (completed),17,Private,Semi-Urban,2.0,2.0,1.0,2.0,1.75,4.0,5.0,4.0,4.0,4.25,2.0,3.0,3.0,2.0,2.5,3.0,4.0,3.0,4.0,4.0,3.6,4.0,3.0,3.0,4.0,3.5,Medium
1613,35,Female,Hospital Administrator,Bachelor's (completed),9,Public,Dhaka,5.0,4.0,4.0,5.0,4.5,4.0,5.0,3.0,2.0,3.5,2.0,1.0,2.0,2.0,1.75,4.0,5.0,5.0,5.0,4.0,4.6,5.0,5.0,5.0,4.0,4.75,High
1614,31,Male,Healthcare Student,Bachelor's (completed),0,Not Applicable,Dhaka,4.0,4.0,3.0,3.0,3.5,2.0,2.0,,,2.0,4.0,5.0,4.0,5.0,4.5,3.0,4.0,4.0,3.0,3.0,3.4,2.0,1.0,3.0,2.0,2.0,Low
1615,31,Female,Hospital Administrator,Bachelor's (completed),8,Public,Chattogram,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.25,4.0,5.0,5.0,4.0,4.5,2.0,,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.5,Low
